FieldPrefix,FieldSeq,FieldCode,Month,Day,Year,BandNumber,SpeciesCode,Station,BledBy,Recorder,EnteredBy,StorageLocation,DNAExtractionDate,DNAStorageLoc,RecordStatus
SMD20140801,54,SMD2014080154,9,14,2014,171352781,BLJA,HOME,,,,BOX 9,,#N/A,OK
SMD20140801,55,SMD2014080155,9,14,2014,245113779,NOCA,HOME,,,,BOX 9,1-Jun-17,BOX #5,OK
SMD20140801,56,SMD2014080156,9,14,2014,255198837,CARW,HOME,,,,BOX 9,8/29/18,BOX #9,OK
SMD20140801,57,SMD2014080157,9,14,2014,245109695,NOCA,HOME,,,,BOX 9,1-Jun-17,BOX #5,OK
SMD20140801,58,SMD2014080158,9,14,2014,245113780,NOCA,HOME,,,,BOX 9,1-Jun-17,BOX #5,OK
SMD20140801,59,SMD2014080159,9,19,2014,273017882,HOWA,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,60,SMD2014080160,9,19,2014,273017883,CAWA,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,61,SMD2014080161,9,19,2014,266126454,CARW,PISP,,,,BOX 9,7/5/17,BOX #6,OK
SMD20140801,62,SMD2014080162,9,19,2014,273017884,HOWA,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,63,SMD2014080163,9,19,2014,266126443,CARW,PISP,,,,BOX 9,7/5/17,BOX #6,OK
SMD20140801,64,SMD2014080164,9,19,2014,245125286,NOCA,PISP,,,,BOX 9,1-Jun-17,BOX #5,OK
SMD20140801,65,SMD2014080165,9,19,2014,245125287,NOCA,PISP,,,,BOX 9,1-Jun-17,BOX #5,OK
SMD20140801,66,SMD2014080166,9,19,2014,273017881,WEVI,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,67,SMD2014080167,9,19,2014,171382326,COGR,PISP,,,*MISSING,BOX 21,,#N/A,OK
SMD20140801,68,SMD2014080168,9,19,2014,171382327,COGR,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,69,SMD2014080169,9,19,2014,267052347,WEVI,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,70,SMD2014080170,9,19,2014,245125288,NOCA,PISP,,,,BOX 9,1-Jun-17,BOX #5,OK
SMD20140801,71,SMD2014080171,9,19,2014,258138137,CARW,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,72,SMD2014080172,9,19,2014,245125289,NOCA,PISP,,,,BOX 9,25-May-17,BOX #5,OK
SMD20140801,73,SMD2014080173,9,19,2014,245125205,NOCA,PISP,,,,BOX 9,25-May-17,BOX #5,OK
SMD20140801,74,SMD2014080174,9,19,2014,266126455,CARW,PISP,,,,BOX 9,7/5/17,BOX #6,OK
SMD20140801,75,SMD2014080175,9,19,2014,267052348,WEVI,PISP,,,,BOX 9,,#N/A,OK
SMD20140801,76,SMD2014080176,9,19,2014,245125290,NOCA,PISP,,,,BOX 9,25-May-17,BOX #5,OK
SMD20140801,77,SMD2014080177,9,19,2014,245125291,NOCA,PISP,,,,BOX 9,25-May-17,BOX #5,OK
SMD20140801,78,SMD2014080178,9,19,2014,245125283,NOCA,PISP,,,,BOX 9,25-May-17,BOX #5,OK
SMD20140801,79,SMD2014080179,9,28,2014,255198820,CARW,HOME,,,,BOX 11,,#N/A,OK
SMD20140801,80,SMD2014080180,9,28,2014,255198847,CARW,HOME,,,,BOX 11,8/29/18,BOX #9,OK
SMD20140801,81,SMD2014080181,9,28,2014,245113755,NOCA,HOME,,,,BOX 11,25-May-17,BOX #5,OK
SMD20140801,82,SMD2014080182,9,28,2014,255198304,CARW,HOME,,,,BOX 11,,#N/A,OK
SMD20140801,83,SMD2014080183,9,28,2014,245113781,NOCA,HOME,,,,BOX 11,25-May-17,BOX #5,OK
SMD20140801,84,SMD2014080184,9,28,2014,171352782,BRTH,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,1,SMD2014092701,9,28,2014,255198838,CARW,HOME,,,,BOX 10,8/29/18,BOX #9,OK
SMD20140927,2,SMD2014092702,9,28,2014,255198848,CARW,HOME,,,,BOX 10,8/29/18,BOX #9,OK
SMD20140927,3,SMD2014092703,9,28,2014,245113782,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,4,SMD2014092704,9,28,2014,265078398,PROW,HOME,,,,BOX 10,,#N/A,OK
SMD20140927,5,SMD2014092705,9,28,2014,245113768,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,6,SMD2014092706,9,28,2014,245113783,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,7,SMD2014092707,9,28,2014,245109850,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,8,SMD2014092708,9,28,2014,245113784,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,9,SMD2014092709,9,28,2014,255198849,CARW,HOME,,,,BOX 10,8/29/18,BOX #9,OK
SMD20140927,10,SMD2014092710,9,28,2014,245113785,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,11,SMD2014092711,9,28,2014,245109836,NOCA,HOME,,,,BOX 10,26-Apr-17,BOX #5,OK
SMD20140927,12,SMD2014092712,9,28,2014,245113786,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,13,SMD2014092713,9,28,2014,245113787,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,14,SMD2014092714,9,28,2014,245109852,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,15,SMD2014092715,9,28,2014,245113789,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,16,SMD2014092716,9,28,2014,245113788,NOCA,HOME,,,,BOX 10,,#N/A,OK
SMD20140927,17,SMD2014092717,9,28,2014,171352783,BRTH,HOME,,,,BOX 10,,#N/A,OK
SMD20140927,18,SMD2014092718,9,28,2014,245113790,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,19,SMD2014092719,9,28,2014,245109847,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,20,SMD2014092720,9,28,2014,245113791,NOCA,HOME,,,,BOX 10,6-Apr-17,BOX #5,OK
SMD20140927,21,SMD2014092721,9,28,2014,245113792,NOCA,HOME,,,,BOX 10,24-Mar-17,BOX #5,OK
SMD20140927,22,SMD2014092722,9,28,2014,245113794,NOCA,HOME,,,,BOX 10,24-Mar-17,BOX #5,OK
SMD20140927,23,SMD2014092723,9,28,2014,245113793,NOCA,HOME,,,,BOX 10,24-Mar-17,BOX #5,OK
SMD20140927,24,SMD2014092724,10,5,2014,450130654,CARW,HOME,,,,BOX 11,8/29/18,BOX #9,OK
SMD20140927,25,SMD2014092725,10,5,2014,171352772,BRTH,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,26,SMD2014092726,10,5,2014,171352627,BRTH,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,27,SMD2014092727,10,5,2014,171352721,BRTH,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,28,SMD2014092728,10,5,2014,252115219,INBU,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,29,SMD2014092729,10,5,2014,245113787,NOCA,HOME,,,,BOX 11,1/18/18,BOX #8,OK
SMD20140927,30,SMD2014092730,10,5,2014,252115220,INBU,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,31,SMD2014092731,10,5,2014,245109841,NOCA,HOME,,,,BOX 11,24-Mar-17,BOX #5,OK
SMD20140927,32,SMD2014092732,10,5,2014,252115221,INBU,HOME,,,,BOX 11,,#N/A,OK
SMD20140927,33,SMD2014092733,10,5,2014,245113796,NOCA,HOME,,,,BOX 11,24-Mar-17,BOX #5,OK
SMD20140927,34,SMD2014092734,10,5,2014,245113795,NOCA,HOME,,,,BOX 11,24-Mar-17,BOX #5,OK
SMD20140927,35,SMD2014092735,10,5,2014,245113797,NOCA,HOME,,,,BOX 11,31-Jan-17,BOX #5,OK
SMD20140927,36,SMD2014092736,10,5,2014,245113798,NOCA,HOME,,,,BOX 11,31-Jan-17,BOX #5,OK
SMD20140927,37,SMD2014092737,10,5,2014,171352784,BRTH,HOME,,,,BOX 11,,#N/A,OK
SMD20141010,1,SMD2014101001,10,12,2014,266126401,CARW,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,2,SMD2014101002,10,12,2014,171382328,BRTH,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,3,SMD2014101003,10,12,2014,259140504,OVEN,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,4,SMD2014101004,10,12,2014,245125293,NOCA,PISP,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141010,5,SMD2014101005,10,12,2014,273017888,WEVI,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,6,SMD2014101006,10,12,2014,273017890,WEVI,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,7,SMD2014101007,10,12,2014,273017877,HOWA,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,8,SMD2014101008,10,12,2014,266126419,CARW,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,9,SMD2014101009,10,12,2014,273017891,WEVI,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,10,SMD2014101010,10,12,2014,266126457,CARW,PISP,,,,BOX 10,7/5/17,BOX #6,OK
SMD20141010,11,SMD2014101011,10,12,2014,266126459,CARW,PISP,,,,BOX 10,7/5/17,BOX #6,OK
SMD20141010,12,SMD2014101012,10,12,2014,245125220,NOCA,PISP,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141010,14,SMD2014101014,10,12,2014,266126438,CARW,PISP,,,,BOX 10,,#N/A,OK
SMD20141010,15,SMD2014101015,10,12,2014,245125210,NOCA,PISP,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141010,16,SMD2014101016,10,18,2014,252115222,INBU,HOME,,,,BOX 10,,#N/A,OK
SMD20141010,17,SMD2014101017,10,18,2014,252115223,SWSP,HOME,,,,BOX 10,,#N/A,OK
SMD20141010,18,SMD2014101018,10,18,2014,171352724,BRTH,HOME,,,,BOX 10,,#N/A,OK
SMD20141010,19,SMD2014101019,10,18,2014,245113799,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141010,20,SMD2014101020,10,18,2014,255130438,CARW,HOME,,,,BOX 10,,#N/A,OK
SMD20141010,21,SMD2014101021,10,18,2014,245115231,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141010,22,SMD2014101022,10,18,2014,252115224,INBU,HOME,,,,BOX 10,,#N/A,OK
SMD20141017,1,SMD2014101701,10,18,2014,245113789,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,2,SMD2014101702,10,18,2014,245113800,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,3,SMD2014101703,10,18,2014,252115225,INBU,HOME,,,,BOX 10,,#N/A,OK
SMD20141017,4,SMD2014101704,10,18,2014,252115226,INBU,HOME,,,,BOX 10,,#N/A,OK
SMD20141017,5,SMD2014101705,10,18,2014,245109854,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,6,SMD2014101706,10,18,2014,245109855,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,7,SMD2014101707,10,18,2014,253192922,SUTA,HOME,,,,BOX 10,,#N/A,OK
SMD20141017,8,SMD2014101708,10,18,2014,255130124,CARW,HOME,,,,BOX 10,,#N/A,OK
SMD20141017,9,SMD2014101709,10,18,2014,245109841,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,10,SMD2014101710,10,18,2014,245109855,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,11,SMD2014101711,10,18,2014,245109856,NOCA,HOME,,,,BOX 10,31-Jan-17,BOX #5,OK
SMD20141017,12,SMD2014101712,10,18,2014,255198851,CARW,HOME,,,,BOX 10,8/29/18,BOX #9,OK
SMD20141017,13,SMD2014101713,10,18,2014,245109857,NOCA,HOME,,,,BOX 10,26-Jun-17,BOX #5,OK
SMD20141017,14,SMD2014101714,10,18,2014,245113775,NOCA,HOME,,,,BOX 10,26-Jun-17,BOX #5,OK
SMD20141017,15,SMD2014101715,10,18,2014,245113378,NOCA,HOME,,,,BOX 10,26-Jun-17,BOX #5,OK
,,,11,15,2014,245125205,NOCA,PISP,,,,,,#N/A,OK
,,,11,15,2014,245125260,NOCA,PISP,,,,,,#N/A,OK
,,,11,15,2014,258138200,CARW,PISP,,,,,,#N/A,OK
,,,11,15,2014,245125280,NOCA,PISP,,,,,,#N/A,OK
,,,11,15,2014,245125300,NOCA,PISP,,,,,,#N/A,OK
SMD20141017,16,SMD2014101716,12,6,2014,266126462,HETH,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,17,SMD2014101717,12,6,2014,266126463,WTSP,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,18,SMD2014101718,12,6,2014,256195916,GRCA,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,19,SMD2014101719,12,6,2014,259140556,BHVI,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,20,SMD2014101720,12,6,2014,266126464,CARW,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,21,SMD2014101721,12,6,2014,273017896,WEVI,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,22,SMD2014101722,12,6,2014,266126465,WTSP,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,23,SMD2014101723,12,6,2014,245127704,NOCA,PISP,,,,BOX 11,26-Jun-17,BOX #5,OK
SMD20141017,24,SMD2014101724,12,6,2014,258138119,CARW,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,25,SMD2014101725,12,6,2014,266126464,CARW,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,26,SMD2014101726,12,6,2014,256195917,GRCA,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,27,SMD2014101727,12,6,2014,266126467,WTSP,PISP,,,,BOX 11,,#N/A,OK
SMD20141017,28,SMD2014101728,12,31,2014,245125272,NOCA,PISP,,,,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,2,SMD2014120402,12,31,2014,259140559,EAPH,PISP,,,,BOX 11,,#N/A,OK
SMD20141204,3,SMD2014120403,12,31,2014,266126427,CARW,PISP,,,,BOX 11,7/5/17,BOX #6,OK
SMD20141204,4,SMD2014120404,12,31,2014,245127708,NOCA,PISP,,,,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,5,SMD2014120405,1,17,2015,266126486,WTSP,PISP,EIJ,,EJT,BOX 11,,#N/A,OK
SMD20141204,6,SMD2014120406,1,17,2015,266126487,WTSP,PISP,EIJ,,EJT,BOX 11,,#N/A,OK
SMD20141204,7,SMD2014120407,1,17,2015,266126488,CARW,PISP,EIJ,,EJT,BOX 11,7/5/17,BOX #6,OK
SMD20141204,8,SMD2014120408,1,17,2015,256195919,GRCA,PISP,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,9,SMD2014120409,1,17,2015,266126489,HETH,PISP,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,10,SMD2014120410,1,17,2015,266126490,WTSP,PISP,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,11,SMD2014120411,1,17,2015,258138198,HETH,PISP,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,12,SMD2014120412,1,17,2015,259140563,SWSP,PISP,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,13,SMD2014120413,2,8,2015,245109717,NOCA,HOME,SMD,,EJT,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,14,SMD2014120414,2,8,2015,245115280,NOCA,HOME,SMD,,EJT,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,15,SMD2014120415,2,8,2015,252115228,HOFI,HOME,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,16,SMD2014120416,2,8,2015,255198539,HETH,HOME,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,17,SMD2014120417,2,8,2015,255198866,HETH,HOME,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,18,SMD2014120418,2,8,2015,245113706,NOCA,HOME,SMD,,EJT,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,19,SMD2014120419,2,8,2015,255198857,WTSP,HOME,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,20,SMD2014120420,2,8,2015,255198541,HOSP,HOME,SMD,,EJT,BOX 11,,#N/A,OK
SMD20141204,21,SMD2014120421,2,8,2015,255198540,CARW,HOME,SMD,,EJT,BOX 11,7/5/17,BOX #6,OK
SMD20141204,22,SMD2014120422,2,8,2015,245109867,NOCA,HOME,SMD,,EJT,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,23,SMD2014120423,2,8,2015,245109842,NOCA,HOME,SMD,,EJT,BOX 11,26-Jun-17,BOX #5,OK
SMD20141204,24,SMD2014120424,2,8,2015,255198538,WTSP,HOME,SMD,,EJT,BOX 11,,#N/A,OK
SMD20150214,1,SMD2015021401,2,15,2015,258138198,HETH,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,2,SMD2015021402,2,15,2015,266126457,CARW,PISP,SMD,,EJT,BOX 13,,#N/A,OK
SMD20150214,3,SMD2015021403,2,15,2015,258138123,CARW,PISP,SMD,,EJT,BOX 13,,#N/A,OK
SMD20150214,4,SMD2015021404,2,15,2015,245127713,NOCA,PISP,BK,,EJT,BOX 13,26-Jun-17,BOX #5,OK
SMD20150214,5,SMD2015021405,2,15,2015,245125277,NOCA,PISP,BK,,EJT,BOX 13,26-Jun-17,BOX #5,OK
SMD20150214,6,SMD2015021406,2,15,2015,245125290,NOCA,PISP,,,EJT,BOX 13,26-Jun-17,BOX #5,OK
SMD20150214,7,SMD2015021407,2,15,2015,266126493,HETH,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,8,SMD2015021408,2,15,2015,266126494,HETH,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,9,SMD2015021409,2,15,2015,245127714,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,10,SMD2015021410,2,15,2015,245125289,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,11,SMD2015021411,3,15,2015,256195917,GRCA,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,12,SMD2015021412,3,15,2015,258138145,CARW,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,13,SMD2015021413,3,15,2015,245127715,NOCA,PISP,SMD,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,14,SMD2015021414,3,15,2015,266126413,WTSP,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,15,SMD2015021415,3,15,2015,266126500,CARW,PISP,BK,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150214,16,SMD2015021416,3,15,2015,245127716,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,17,SMD2015021417,3,15,2015,266126501,WTSP,PISP,EIJ,,EJT,BOX 13,,#N/A,OK
SMD20150214,18,SMD2015021418,3,15,2015,245127718,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,19,SMD2015021419,3,15,2015,266126502,WTSP,PISP,EIJ,,EJT,BOX 13,,#N/A,OK
SMD20150214,20,SMD2015021420,3,15,2015,245127719,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,21,SMD2015021421,3,15,2015,245125278,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,22,SMD2015021422,3,15,2015,245125252,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,23,SMD2015021423,3,15,2015,256195921,GRCA,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,24,SMD2015021424,3,15,2015,266126472,HETH,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150214,25,SMD2015021425,3,29,2015,255198381,HOSP,HOME,SMD,,EJT,BOX 13,,#N/A,OK
SMD20150214,26,SMD2015021426,3,29,2015,450130654,CARW,HOME,SMD,,EJT,BOX 13,,#N/A,OK
SMD20150214,27,SMD2015021427,3,29,2015,245115211,NOCA,HOME,SMD,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,28,SMD2015021428,3,29,2015,245113739,NOCA,HOME,DAM,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150214,29,SMD2015021429,3,29,2015,245109775,NOCA,HOME,SMD,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,1,SMD2015051601,5,17,2015,275051709,WEVI,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,2,SMD2015051602,5,17,2015,245125225,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,3,SMD2015051603,5,17,2015,275051710,SWWA,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150516,4,SMD2015051604,5,17,2015,275051711,HOWA,PISP,EIJ,,EJT,BOX 13,,#N/A,OK
SMD20150516,5,SMD2015051605,5,17,2015,245125292,NOCA,PISP,EJT,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,6,SMD2015051606,5,17,2015,273017874,HOWA,PISP,EIJ,,EJT,BOX 13,,#N/A,OK
SMD20150516,7,SMD2015051607,5,17,2015,245125283,NOCA,PISP,EJT,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,8,SMD2015051608,5,17,2015,245127753,NOCA,PISP,BK,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,9,SMD2015051609,5,17,2015,245125219,NOCA,PISP,EJT,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,10,SMD2015051610,5,17,2015,245125292,NOCA,PISP,EJT,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,11,SMD2015051611,5,17,2015,258138125,CARW,PISP,SMD,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150516,12,SMD2015051612,5,17,2015,245127717,NOCA,PISP,EJT,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,13,SMD2015051613,5,17,2015,245127754,NOCA,PISP,EJT,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,14,SMD2015051614,5,17,2015,245127755,NOCA,PISP,SMD,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150516,15,SMD2015051615,5,17,2015,266126519,CARW,PISP,SMD,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150516,16,SMD2015051616,6,8,2015,271189803,CARW,HOME,SMD,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150516,17,SMD2015051617,6,8,2015,255198818,CARW,BAMB,SMD,,EJT,BOX 13,,#N/A,OK
SMD20150516,18,SMD2015051618,6,8,2015,255130193,CARW,BAMB,SMD,,EJT,BOX 13,,#N/A,OK
SMD20150516,19,SMD2015051619,6,8,2015,245136301,NOCA,BAMB,SMD,,EJT,BOX 13,6-Jan-17,BOX #3,OK
SMD20150608,1,SMD2015060801,6,8,2015,245113785,NOCA,BAMB,SMD,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150608,2,SMD2015060802,6,21,2015,275051731,HOWA,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150608,3,SMD2015060803,6,21,2015,245125283,NOCA,PISP,BK,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150608,4,SMD2015060804,6,21,2015,245125277,NOCA,PISP,BK,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150608,6,SMD2015060806,6,21,2015,245125223,NOCA,PISP,EIJ,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150608,7,SMD2015060807,6,21,2015,266126571,CARW,PISP,EIJ,,EJT,BOX 13,7/5/17,BOX #6,Unknown
SMD20150608,8,SMD2015060808,6,21,2015,268027504,WEVI,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150608,9,SMD2015060809,6,21,2015,245127764,NOCA,PISP,BK,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150608,10,SMD2015060810,6,21,2015,245127765,NOCA,PISP,BK,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150608,11,SMD2015060811,6,21,2015,275051736,HOWA,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150608,12,SMD2015060812,6,21,2015,275051737,HOWA,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150608,13,SMD2015060813,6,21,2015,273017999,PROW,PISP,BK,,EJT,BOX 13,,#N/A,OK
SMD20150615,1,SMD2015061501,6,21,2015,273017991,HOWA,PISP,EIJ,,EJT,BOX 13,,#N/A,OK
SMD20150615,2,SMD2015061502,6,21,2015,245125219,NOCA,PISP,EIJ,,EJT,BOX 13,5-Jan-17,BOX #3,OK
SMD20150615,3,SMD2015061503,6,21,2015,266126575,CARW,PISP,EIJ,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150615,4,SMD2015061504,6,21,2015,266126574,CARW,PISP,EIJ,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150615,5,SMD2015061505,6,21,2015,266126573,CARW,PISP,EIJ,,EJT,BOX 13,7/5/17,BOX #6,OK
SMD20150615,6,SMD2015061506,7,19,2015,245127785,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,7,SMD2015061507,7,19,2015,266126576,CARW,PISP,SMD,,EJT,BOX 12,7/5/17,BOX #6,OK
SMD20150615,8,SMD2015061508,7,19,2015,245127707,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,9,SMD2015061509,7,19,2015,245127786,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,10,SMD2015061510,7,19,2015,245125223,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,11,SMD2015061511,7,19,2015,266126455,CARW,PISP,SMD,,EJT,BOX 12,,#N/A,OK
SMD20150615,12,SMD2015061512,7,19,2015,245125272,NOCA,PISP,EIJ,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,13,SMD2015061513,7,19,2015,266126577,CARW,PISP,SMD,,EJT,BOX 12,7/5/17,BOX #6,OK
SMD20150615,14,SMD2015061514,7,19,2015,245127787,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,15,SMD2015061515,7,19,2015,266126579,CARW,PISP,SMD,,EJT,BOX 12,7/5/17,BOX #6,OK
SMD20150615,16,SMD2015061516,7,19,2015,266126578,CARW,PISP,SMD,,EJT,BOX 12,7/5/17,BOX #6,OK
SMD20150615,17,SMD2015061517,7,19,2015,275051744,PROW,PISP,SMD,,EJT,BOX 12,,#N/A,OK
SMD20150615,18,SMD2015061518,7,19,2015,245127788,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,19,SMD2015061519,7,19,2015,266126466,CARW,PISP,SMD,,EJT,BOX 12,7/5/17,BOX #6,OK
SMD20150615,20,SMD2015061520,7,19,2015,245125299,NOCA,PISP,SMD,,EJT,BOX 12,5-Jan-17,BOX #3,OK
SMD20150615,21,SMD2015061521,7,19,2015,266126580,CARW,PISP,SMD,,EJT,BOX 12,7/5/17,BOX #6,OK
SMD20150615,22,SMD2015061522,7,19,2015,271050302,WEVI,PISP,SMD,,EJT,BOX 12,,#N/A,OK
